,Country,Month,Heat Wave
995,GB,Nov-16,0
996,GB,Dec-16,0
1213,GB,Jan-17,0
1214,GB,Feb-17,0
1215,GB,Mar-17,0
1216,GB,Apr-17,0
1217,GB,May-17,0
1218,GB,Jun-17,0
1219,GB,Jul-17,0
1220,GB,Aug-17,0
1221,GB,Sep-17,0
1222,GB,Oct-17,0
1223,GB,Nov-17,0
1224,GB,Dec-17,0
1441,GB,Jan-18,0
1442,GB,Feb-18,0
1443,GB,Mar-18,0
1444,GB,Apr-18,0
1445,GB,May-18,0
1446,GB,Jun-18,0
1447,GB,Jul-18,0
1448,GB,Aug-18,0
1449,GB,Sep-18,0
1450,GB,Oct-18,0
1451,GB,Nov-18,0
1452,GB,Dec-18,0
1669,GB,Jan-19,0
1670,GB,Feb-19,0
1671,GB,Mar-19,0
1672,GB,Apr-19,0
1673,GB,May-19,0
1674,GB,Jun-19,0
1675,GB,Jul-19,0
1676,GB,Aug-19,0
1677,GB,Sep-19,0
1678,GB,Oct-19,0
1679,GB,Nov-19,0
1680,GB,Dec-19,0
1897,GB,Jan-20,0
1898,GB,Feb-20,0
1899,GB,Mar-20,0
1900,GB,Apr-20,0
1901,GB,May-20,0
1902,GB,Jun-20,0
1903,GB,Jul-20,0
1904,GB,Aug-20,0
1905,GB,Sep-20,0
1906,GB,Oct-20,0
1907,GB,Nov-20,0
1908,GB,Dec-20,0
2125,GB,Jan-21,0
2126,GB,Feb-21,0
2127,GB,Mar-21,0
2128,GB,Apr-21,0
2129,GB,May-21,0
2130,GB,Jun-21,0
2131,GB,Jul-21,0
2132,GB,Aug-21,0
2133,GB,Sep-21,0
2134,GB,Oct-21,0
2135,GB,Nov-21,0
2136,GB,Dec-21,0
2353,GB,Jan-22,0
2354,GB,Feb-22,0
2355,GB,Mar-22,0
2356,GB,Apr-22,0
2357,GB,May-22,0
2358,GB,Jun-22,0
2359,GB,Jul-22,0
2360,GB,Aug-22,0
2361,GB,Sep-22,0
2362,GB,Oct-22,0
2363,GB,Nov-22,0
2364,GB,Dec-22,0
2581,GB,Jan-23,0
2582,GB,Feb-23,0
2583,GB,Mar-23,0
2584,GB,Apr-23,0
2585,GB,May-23,0
2586,GB,Jun-23,0
2587,GB,Jul-23,0
2588,GB,Aug-23,0
2589,GB,Sep-23,0
2590,GB,Oct-23,0
2591,GB,Nov-23,0
2592,GB,Dec-23,0
85,GM,Jan-12,0
86,GM,Feb-12,0
87,GM,Mar-12,0
88,GM,Apr-12,0
89,GM,May-12,0
90,GM,Jun-12,0
91,GM,Jul-12,0
92,GM,Aug-12,0
93,GM,Sep-12,0
94,GM,Oct-12,0
95,GM,Nov-12,0
96,GM,Dec-12,0
313,GM,Jan-13,0
314,GM,Feb-13,0
315,GM,Mar-13,0
316,GM,Apr-13,0
317,GM,May-13,0
318,GM,Jun-13,0
319,GM,Jul-13,0
320,GM,Aug-13,0
321,GM,Sep-13,0
322,GM,Oct-13,0
323,GM,Nov-13,0
324,GM,Dec-13,0
541,GM,Jan-14,0
542,GM,Feb-14,0
543,GM,Mar-14,0
544,GM,Apr-14,0
545,GM,May-14,0
546,GM,Jun-14,0
547,GM,Jul-14,0
548,GM,Aug-14,0
549,GM,Sep-14,0
550,GM,Oct-14,0
551,GM,Nov-14,0
552,GM,Dec-14,0
769,GM,Jan-15,0
770,GM,Feb-15,0
771,GM,Mar-15,0
772,GM,Apr-15,0
773,GM,May-15,0
774,GM,Jun-15,0
775,GM,Jul-15,0
776,GM,Aug-15,0
777,GM,Sep-15,0
778,GM,Oct-15,0
779,GM,Nov-15,0
780,GM,Dec-15,0
997,GM,Jan-16,0
998,GM,Feb-16,0
999,GM,Mar-16,0
1000,GM,Apr-16,0
1001,GM,May-16,0
1002,GM,Jun-16,0
1003,GM,Jul-16,0
1004,GM,Aug-16,0
1005,GM,Sep-16,0
1006,GM,Oct-16,0
1007,GM,Nov-16,0
1008,GM,Dec-16,0
1225,GM,Jan-17,0
1226,GM,Feb-17,0
1227,GM,Mar-17,0
1228,GM,Apr-17,0
1229,GM,May-17,0
1230,GM,Jun-17,0
1231,GM,Jul-17,0
1232,GM,Aug-17,0
1233,GM,Sep-17,0
1234,GM,Oct-17,0
1235,GM,Nov-17,0
1236,GM,Dec-17,0
1453,GM,Jan-18,0
1454,GM,Feb-18,0
1455,GM,Mar-18,0
1456,GM,Apr-18,0
1457,GM,May-18,0
1458,GM,Jun-18,0
1459,GM,Jul-18,0
1460,GM,Aug-18,0
1461,GM,Sep-18,0
1462,GM,Oct-18,0
1463,GM,Nov-18,0
1464,GM,Dec-18,0
1681,GM,Jan-19,0
1682,GM,Feb-19,0
1683,GM,Mar-19,0
1684,GM,Apr-19,0
1685,GM,May-19,0
1686,GM,Jun-19,0
1687,GM,Jul-19,0
1688,GM,Aug-19,0
1689,GM,Sep-19,0
1690,GM,Oct-19,0
1691,GM,Nov-19,0
1692,GM,Dec-19,0
1909,GM,Jan-20,0
1910,GM,Feb-20,0
1911,GM,Mar-20,0
1912,GM,Apr-20,0
1913,GM,May-20,0
1914,GM,Jun-20,0
1915,GM,Jul-20,0
1916,GM,Aug-20,0
1917,GM,Sep-20,0
1918,GM,Oct-20,0
1919,GM,Nov-20,0
1920,GM,Dec-20,0
2137,GM,Jan-21,0
2138,GM,Feb-21,0
2139,GM,Mar-21,0
2140,GM,Apr-21,0
2141,GM,May-21,0
2142,GM,Jun-21,0
2143,GM,Jul-21,0
2144,GM,Aug-21,0
2145,GM,Sep-21,0
2146,GM,Oct-21,0
2147,GM,Nov-21,0
2148,GM,Dec-21,0
2365,GM,Jan-22,0
2366,GM,Feb-22,0
2367,GM,Mar-22,0
2368,GM,Apr-22,0
2369,GM,May-22,0
2370,GM,Jun-22,0
2371,GM,Jul-22,0
2372,GM,Aug-22,0
2373,GM,Sep-22,0
2374,GM,Oct-22,0
2375,GM,Nov-22,0
2376,GM,Dec-22,0
2593,GM,Jan-23,0
2594,GM,Feb-23,0
2595,GM,Mar-23,0
2596,GM,Apr-23,0
2597,GM,May-23,0
2598,GM,Jun-23,0
2599,GM,Jul-23,0
2600,GM,Aug-23,0
2601,GM,Sep-23,0
2602,GM,Oct-23,0
2603,GM,Nov-23,0
2604,GM,Dec-23,0
97,ID,Jan-12,0
98,ID,Feb-12,0
99,ID,Mar-12,0
100,ID,Apr-12,0
101,ID,May-12,0
102,ID,Jun-12,0
103,ID,Jul-12,0
104,ID,Aug-12,0
105,ID,Sep-12,0
106,ID,Oct-12,0
107,ID,Nov-12,0
108,ID,Dec-12,0
325,ID,Jan-13,0
326,ID,Feb-13,0
327,ID,Mar-13,0
328,ID,Apr-13,0
329,ID,May-13,0
330,ID,Jun-13,0
331,ID,Jul-13,0
332,ID,Aug-13,0
333,ID,Sep-13,0
334,ID,Oct-13,0
335,ID,Nov-13,0
336,ID,Dec-13,0
553,ID,Jan-14,0
554,ID,Feb-14,0
555,ID,Mar-14,0
556,ID,Apr-14,0
557,ID,May-14,0
558,ID,Jun-14,0
559,ID,Jul-14,0
560,ID,Aug-14,0
561,ID,Sep-14,0
562,ID,Oct-14,0
563,ID,Nov-14,0
564,ID,Dec-14,0
781,ID,Jan-15,0
782,ID,Feb-15,0
783,ID,Mar-15,0
784,ID,Apr-15,0
785,ID,May-15,0
786,ID,Jun-15,0
787,ID,Jul-15,0
788,ID,Aug-15,0
789,ID,Sep-15,0
790,ID,Oct-15,0
791,ID,Nov-15,0
792,ID,Dec-15,0
1009,ID,Jan-16,0
1010,ID,Feb-16,0
1011,ID,Mar-16,0
1012,ID,Apr-16,0
1013,ID,May-16,0
1014,ID,Jun-16,0
1015,ID,Jul-16,0
1016,ID,Aug-16,0
1017,ID,Sep-16,0
1018,ID,Oct-16,0
1019,ID,Nov-16,0
1020,ID,Dec-16,0
1237,ID,Jan-17,0
1238,ID,Feb-17,0
1239,ID,Mar-17,0
1240,ID,Apr-17,0
1241,ID,May-17,0
1242,ID,Jun-17,0
1243,ID,Jul-17,0
1244,ID,Aug-17,0
1245,ID,Sep-17,0
1246,ID,Oct-17,0
1247,ID,Nov-17,0
1248,ID,Dec-17,0
1465,ID,Jan-18,0
1466,ID,Feb-18,0
1467,ID,Mar-18,0
1468,ID,Apr-18,0
1469,ID,May-18,0
1470,ID,Jun-18,0
1471,ID,Jul-18,0
1472,ID,Aug-18,0
1473,ID,Sep-18,0
1474,ID,Oct-18,0
1475,ID,Nov-18,0
1476,ID,Dec-18,0
1693,ID,Jan-19,0
1694,ID,Feb-19,0
1695,ID,Mar-19,0
1696,ID,Apr-19,0
1697,ID,May-19,0
1698,ID,Jun-19,0
1699,ID,Jul-19,0
1700,ID,Aug-19,0
1701,ID,Sep-19,0
1702,ID,Oct-19,0
1703,ID,Nov-19,0
1704,ID,Dec-19,0
1921,ID,Jan-20,0
1922,ID,Feb-20,0
1923,ID,Mar-20,0
1924,ID,Apr-20,0
1925,ID,May-20,0
1926,ID,Jun-20,0
1927,ID,Jul-20,0
1928,ID,Aug-20,0
1929,ID,Sep-20,0
1930,ID,Oct-20,0
1931,ID,Nov-20,0
1932,ID,Dec-20,0
2149,ID,Jan-21,0
2150,ID,Feb-21,0
2151,ID,Mar-21,0
2152,ID,Apr-21,0
2153,ID,May-21,0
2154,ID,Jun-21,0
2155,ID,Jul-21,0
2156,ID,Aug-21,0
2157,ID,Sep-21,0
2158,ID,Oct-21,0
2159,ID,Nov-21,0
2160,ID,Dec-21,0
2377,ID,Jan-22,0
2378,ID,Feb-22,0
2379,ID,Mar-22,0
2380,ID,Apr-22,0
2381,ID,May-22,0
2382,ID,Jun-22,0
2383,ID,Jul-22,0
2384,ID,Aug-22,0
2385,ID,Sep-22,0
2386,ID,Oct-22,0
2387,ID,Nov-22,0
2388,ID,Dec-22,0
2605,ID,Jan-23,0
2606,ID,Feb-23,0
2607,ID,Mar-23,0
2608,ID,Apr-23,0
2609,ID,May-23,0
2610,ID,Jun-23,0
2611,ID,Jul-23,0
2612,ID,Aug-23,0
2613,ID,Sep-23,0
2614,ID,Oct-23,0
2615,ID,Nov-23,0
2616,ID,Dec-23,0
109,IN,Jan-12,0
110,IN,Feb-12,0
111,IN,Mar-12,0
112,IN,Apr-12,0
113,IN,May-12,401
114,IN,Jun-12,391
115,IN,Jul-12,35
116,IN,Aug-12,0
117,IN,Sep-12,0
118,IN,Oct-12,0
119,IN,Nov-12,0
120,IN,Dec-12,0
337,IN,Jan-13,0
338,IN,Feb-13,0
339,IN,Mar-13,0
340,IN,Apr-13,0
341,IN,May-13,468
342,IN,Jun-13,87
343,IN,Jul-13,3
344,IN,Aug-13,0
345,IN,Sep-13,0
346,IN,Oct-13,0
347,IN,Nov-13,0
348,IN,Dec-13,0
565,IN,Jan-14,0
566,IN,Feb-14,0
567,IN,Mar-14,0
568,IN,Apr-14,4
569,IN,May-14,145
570,IN,Jun-14,376
571,IN,Jul-14,52
572,IN,Aug-14,0
573,IN,Sep-14,0
574,IN,Oct-14,0
575,IN,Nov-14,0
576,IN,Dec-14,0
793,IN,Jan-15,0
794,IN,Feb-15,0
795,IN,Mar-15,0
796,IN,Apr-15,0
797,IN,May-15,405
798,IN,Jun-15,135
799,IN,Jul-15,0
800,IN,Aug-15,0
801,IN,Sep-15,0
802,IN,Oct-15,0
803,IN,Nov-15,0
804,IN,Dec-15,0
1021,IN,Jan-16,0
1022,IN,Feb-16,0
1023,IN,Mar-16,12
1024,IN,Apr-16,126
1025,IN,May-16,671
1026,IN,Jun-16,409
1027,IN,Jul-16,3
1028,IN,Aug-16,0
1029,IN,Sep-16,0
1030,IN,Oct-16,0
1031,IN,Nov-16,0
1032,IN,Dec-16,0
1249,IN,Jan-17,0
1250,IN,Feb-17,0
1251,IN,Mar-17,4
1252,IN,Apr-17,65
1253,IN,May-17,823
1254,IN,Jun-17,229
1255,IN,Jul-17,0
1256,IN,Aug-17,0
1257,IN,Sep-17,0
1258,IN,Oct-17,0
1259,IN,Nov-17,0
1260,IN,Dec-17,0
1477,IN,Jan-18,0
1478,IN,Feb-18,0
1479,IN,Mar-18,9
1480,IN,Apr-18,54
1481,IN,May-18,913
1482,IN,Jun-18,427
1483,IN,Jul-18,24
1484,IN,Aug-18,0
1485,IN,Sep-18,0
1486,IN,Oct-18,0
1487,IN,Nov-18,0
1488,IN,Dec-18,0
1705,IN,Jan-19,0
1706,IN,Feb-19,0
1707,IN,Mar-19,12
1708,IN,Apr-19,117
1709,IN,May-19,931
1710,IN,Jun-19,753
1711,IN,Jul-19,19
1712,IN,Aug-19,0
1713,IN,Sep-19,0
1714,IN,Oct-19,0
1715,IN,Nov-19,0
1716,IN,Dec-19,0
1933,IN,Jan-20,0
1934,IN,Feb-20,0
1935,IN,Mar-20,0
1936,IN,Apr-20,11
1937,IN,May-20,627
1938,IN,Jun-20,121
1939,IN,Jul-20,7
1940,IN,Aug-20,2
1941,IN,Sep-20,0
1942,IN,Oct-20,0
1943,IN,Nov-20,0
1944,IN,Dec-20,0
2161,IN,Jan-21,0
2162,IN,Feb-21,0
2163,IN,Mar-21,0
2164,IN,Apr-21,14
2165,IN,May-21,178
2166,IN,Jun-21,58
2167,IN,Jul-21,31
2168,IN,Aug-21,0
2169,IN,Sep-21,0
2170,IN,Oct-21,0
2171,IN,Nov-21,0
2172,IN,Dec-21,0
2389,IN,Jan-22,0
2390,IN,Feb-22,0
2391,IN,Mar-22,2
2392,IN,Apr-22,14
2393,IN,May-22,715
2394,IN,Jun-22,522
2395,IN,Jul-22,14
2396,IN,Aug-22,0
2397,IN,Sep-22,0
2398,IN,Oct-22,0
2399,IN,Nov-22,0
2400,IN,Dec-22,0
2617,IN,Jan-23,0
2618,IN,Feb-23,0
2619,IN,Mar-23,0
2620,IN,Apr-23,10
2621,IN,May-23,409
2622,IN,Jun-23,543
2623,IN,Jul-23,0
2624,IN,Aug-23,0
2625,IN,Sep-23,1
2626,IN,Oct-23,0
2627,IN,Nov-23,0
2628,IN,Dec-23,0
121,IT,Jan-12,0
122,IT,Feb-12,0
123,IT,Mar-12,0
124,IT,Apr-12,0
125,IT,May-12,0
126,IT,Jun-12,1
127,IT,Jul-12,0
128,IT,Aug-12,0
129,IT,Sep-12,0
130,IT,Oct-12,0
131,IT,Nov-12,0
132,IT,Dec-12,0
349,IT,Jan-13,0
350,IT,Feb-13,0
351,IT,Mar-13,0
352,IT,Apr-13,0
353,IT,May-13,0
354,IT,Jun-13,0
355,IT,Jul-13,0
356,IT,Aug-13,2
357,IT,Sep-13,0
358,IT,Oct-13,0
359,IT,Nov-13,0
360,IT,Dec-13,0
577,IT,Jan-14,0
578,IT,Feb-14,0
579,IT,Mar-14,0
580,IT,Apr-14,0
581,IT,May-14,0
582,IT,Jun-14,0
583,IT,Jul-14,0
584,IT,Aug-14,0
585,IT,Sep-14,0
586,IT,Oct-14,0
587,IT,Nov-14,0
588,IT,Dec-14,0
805,IT,Jan-15,0
806,IT,Feb-15,0
807,IT,Mar-15,0
808,IT,Apr-15,0
809,IT,May-15,0
810,IT,Jun-15,0
811,IT,Jul-15,10
812,IT,Aug-15,0
813,IT,Sep-15,0
814,IT,Oct-15,0
815,IT,Nov-15,0
816,IT,Dec-15,0
1033,IT,Jan-16,0
1034,IT,Feb-16,0
1035,IT,Mar-16,0
1036,IT,Apr-16,0
1037,IT,May-16,0
1038,IT,Jun-16,0
1039,IT,Jul-16,0
1040,IT,Aug-16,0
1041,IT,Sep-16,0
1042,IT,Oct-16,0
1043,IT,Nov-16,0
1044,IT,Dec-16,0
1261,IT,Jan-17,0
1262,IT,Feb-17,0
1263,IT,Mar-17,0
1264,IT,Apr-17,0
1265,IT,May-17,0
1266,IT,Jun-17,0
1267,IT,Jul-17,5
1268,IT,Aug-17,22
1269,IT,Sep-17,0
1270,IT,Oct-17,0
1271,IT,Nov-17,0
1272,IT,Dec-17,0
1489,IT,Jan-18,0
1490,IT,Feb-18,0
1491,IT,Mar-18,0
1492,IT,Apr-18,0
1493,IT,May-18,0
1494,IT,Jun-18,0
1495,IT,Jul-18,0
1496,IT,Aug-18,0
1497,IT,Sep-18,0
1498,IT,Oct-18,0
1499,IT,Nov-18,0
1500,IT,Dec-18,0
1717,IT,Jan-19,0
1718,IT,Feb-19,0
1719,IT,Mar-19,0
1720,IT,Apr-19,0
1721,IT,May-19,0
1722,IT,Jun-19,0
1723,IT,Jul-19,0
1724,IT,Aug-19,0
1725,IT,Sep-19,0
1726,IT,Oct-19,0
1727,IT,Nov-19,0
1728,IT,Dec-19,0
1945,IT,Jan-20,0
1946,IT,Feb-20,0
1947,IT,Mar-20,0
1948,IT,Apr-20,0
1949,IT,May-20,0
1950,IT,Jun-20,0
1951,IT,Jul-20,0
1952,IT,Aug-20,0
1953,IT,Sep-20,0
1954,IT,Oct-20,0
1955,IT,Nov-20,0
1956,IT,Dec-20,0
2173,IT,Jan-21,0
2174,IT,Feb-21,0
2175,IT,Mar-21,0
2176,IT,Apr-21,0
2177,IT,May-21,0
2178,IT,Jun-21,3
2179,IT,Jul-21,6
2180,IT,Aug-21,5
2181,IT,Sep-21,0
2182,IT,Oct-21,0
2183,IT,Nov-21,0
2184,IT,Dec-21,0
2401,IT,Jan-22,0
2402,IT,Feb-22,0
2403,IT,Mar-22,0
2404,IT,Apr-22,0
2405,IT,May-22,0
2406,IT,Jun-22,0
2407,IT,Jul-22,3
2408,IT,Aug-22,0
2409,IT,Sep-22,0
2410,IT,Oct-22,0
2411,IT,Nov-22,0
2412,IT,Dec-22,0
2629,IT,Jan-23,0
2630,IT,Feb-23,0
2631,IT,Mar-23,0
2632,IT,Apr-23,0
2633,IT,May-23,0
2634,IT,Jun-23,0
2635,IT,Jul-23,34
2636,IT,Aug-23,0
2637,IT,Sep-23,0
2638,IT,Oct-23,0
2639,IT,Nov-23,0
2640,IT,Dec-23,0
133,JA,Jan-12,0
134,JA,Feb-12,0
135,JA,Mar-12,0
136,JA,Apr-12,0
137,JA,May-12,0
138,JA,Jun-12,0
139,JA,Jul-12,0
140,JA,Aug-12,0
141,JA,Sep-12,0
142,JA,Oct-12,0
143,JA,Nov-12,0
144,JA,Dec-12,0
361,JA,Jan-13,0
362,JA,Feb-13,0
363,JA,Mar-13,0
364,JA,Apr-13,0
365,JA,May-13,0
366,JA,Jun-13,0
367,JA,Jul-13,0
368,JA,Aug-13,0
369,JA,Sep-13,0
370,JA,Oct-13,0
371,JA,Nov-13,0
372,JA,Dec-13,0
589,JA,Jan-14,0
590,JA,Feb-14,0
591,JA,Mar-14,0
592,JA,Apr-14,0
593,JA,May-14,0
594,JA,Jun-14,0
595,JA,Jul-14,0
596,JA,Aug-14,0
597,JA,Sep-14,0
598,JA,Oct-14,0
599,JA,Nov-14,0
600,JA,Dec-14,0
817,JA,Jan-15,0
818,JA,Feb-15,0
819,JA,Mar-15,0
820,JA,Apr-15,0
821,JA,May-15,0
822,JA,Jun-15,0
823,JA,Jul-15,0
824,JA,Aug-15,0
825,JA,Sep-15,0
826,JA,Oct-15,0
827,JA,Nov-15,0
828,JA,Dec-15,0
1045,JA,Jan-16,0
1046,JA,Feb-16,0
1047,JA,Mar-16,0
1048,JA,Apr-16,0
1049,JA,May-16,0
1050,JA,Jun-16,0
1051,JA,Jul-16,0
1052,JA,Aug-16,0
1053,JA,Sep-16,0
1054,JA,Oct-16,0
1055,JA,Nov-16,0
1056,JA,Dec-16,0
1273,JA,Jan-17,0
1274,JA,Feb-17,0
1275,JA,Mar-17,0
1276,JA,Apr-17,0
1277,JA,May-17,0
1278,JA,Jun-17,0
1279,JA,Jul-17,0
1280,JA,Aug-17,0
1281,JA,Sep-17,0
1282,JA,Oct-17,0
1283,JA,Nov-17,0
1284,JA,Dec-17,0
1501,JA,Jan-18,0
1502,JA,Feb-18,0
1503,JA,Mar-18,0
1504,JA,Apr-18,0
1505,JA,May-18,0
1506,JA,Jun-18,0
1507,JA,Jul-18,0
1508,JA,Aug-18,0
1509,JA,Sep-18,0
1510,JA,Oct-18,0
1511,JA,Nov-18,0
1512,JA,Dec-18,0
1729,JA,Jan-19,0
1730,JA,Feb-19,0
1731,JA,Mar-19,0
1732,JA,Apr-19,0
1733,JA,May-19,0
1734,JA,Jun-19,0
1735,JA,Jul-19,0
1736,JA,Aug-19,0
1737,JA,Sep-19,0
1738,JA,Oct-19,0
1739,JA,Nov-19,0
1740,JA,Dec-19,0
1957,JA,Jan-20,0
1958,JA,Feb-20,0
1959,JA,Mar-20,0
1960,JA,Apr-20,0
1961,JA,May-20,0
1962,JA,Jun-20,0
1963,JA,Jul-20,0
1964,JA,Aug-20,0
1965,JA,Sep-20,0
1966,JA,Oct-20,0
1967,JA,Nov-20,0
1968,JA,Dec-20,0
2185,JA,Jan-21,0
2186,JA,Feb-21,0
2187,JA,Mar-21,0
2188,JA,Apr-21,0
2189,JA,May-21,0
2190,JA,Jun-21,0
2191,JA,Jul-21,0
2192,JA,Aug-21,0
2193,JA,Sep-21,0
2194,JA,Oct-21,0
2195,JA,Nov-21,0
2196,JA,Dec-21,0
2413,JA,Jan-22,0
2414,JA,Feb-22,0
2415,JA,Mar-22,0
2416,JA,Apr-22,0
2417,JA,May-22,0
2418,JA,Jun-22,0
2419,JA,Jul-22,0
2420,JA,Aug-22,0
2421,JA,Sep-22,0
2422,JA,Oct-22,0
2423,JA,Nov-22,0
2424,JA,Dec-22,0
2641,JA,Jan-23,0
2642,JA,Feb-23,0
2643,JA,Mar-23,0
2644,JA,Apr-23,0
2645,JA,May-23,0
2646,JA,Jun-23,0
2647,JA,Jul-23,0
2648,JA,Aug-23,0
2649,JA,Sep-23,0
2650,JA,Oct-23,0
2651,JA,Nov-23,0
2652,JA,Dec-23,0
145,KR,Jan-12,0
146,KR,Feb-12,0
147,KR,Mar-12,0
148,KR,Apr-12,0
149,KR,May-12,0
150,KR,Jun-12,0
151,KR,Jul-12,0
152,KR,Aug-12,0
153,KR,Sep-12,0
154,KR,Oct-12,0
155,KR,Nov-12,0
156,KR,Dec-12,0
373,KR,Jan-13,0
374,KR,Feb-13,0
375,KR,Mar-13,0
376,KR,Apr-13,0
377,KR,May-13,0
378,KR,Jun-13,0
379,KR,Jul-13,0
380,KR,Aug-13,0
381,KR,Sep-13,0
382,KR,Oct-13,0
383,KR,Nov-13,0
384,KR,Dec-13,0
601,KR,Jan-14,0
602,KR,Feb-14,0
603,KR,Mar-14,0
604,KR,Apr-14,0
605,KR,May-14,0
606,KR,Jun-14,0
607,KR,Jul-14,0
608,KR,Aug-14,0
609,KR,Sep-14,0
610,KR,Oct-14,0
611,KR,Nov-14,0
612,KR,Dec-14,0
829,KR,Jan-15,0
830,KR,Feb-15,0
831,KR,Mar-15,0
832,KR,Apr-15,0
833,KR,May-15,0
834,KR,Jun-15,0
835,KR,Jul-15,0
836,KR,Aug-15,0
837,KR,Sep-15,0
838,KR,Oct-15,0
839,KR,Nov-15,0
840,KR,Dec-15,0
1057,KR,Jan-16,0
1058,KR,Feb-16,0
1059,KR,Mar-16,0
1060,KR,Apr-16,0
1061,KR,May-16,0
1062,KR,Jun-16,0
1063,KR,Jul-16,0
1064,KR,Aug-16,0
1065,KR,Sep-16,0
1066,KR,Oct-16,0
1067,KR,Nov-16,0
1068,KR,Dec-16,0
1285,KR,Jan-17,0
1286,KR,Feb-17,0
1287,KR,Mar-17,0
1288,KR,Apr-17,0
1289,KR,May-17,0
1290,KR,Jun-17,0
1291,KR,Jul-17,0
1292,KR,Aug-17,0
1293,KR,Sep-17,0
1294,KR,Oct-17,0
1295,KR,Nov-17,0
1296,KR,Dec-17,0
1513,KR,Jan-18,0
1514,KR,Feb-18,0
1515,KR,Mar-18,0
1516,KR,Apr-18,0
1517,KR,May-18,0
1518,KR,Jun-18,0
1519,KR,Jul-18,0
1520,KR,Aug-18,0
1521,KR,Sep-18,0
1522,KR,Oct-18,0
1523,KR,Nov-18,0
1524,KR,Dec-18,0
1741,KR,Jan-19,0
1742,KR,Feb-19,0
1743,KR,Mar-19,0
1744,KR,Apr-19,0
1745,KR,May-19,0
1746,KR,Jun-19,0
1747,KR,Jul-19,0
1748,KR,Aug-19,0
1749,KR,Sep-19,0
1750,KR,Oct-19,0
1751,KR,Nov-19,0
1752,KR,Dec-19,0
1969,KR,Jan-20,0
1970,KR,Feb-20,0
1971,KR,Mar-20,0
1972,KR,Apr-20,0
1973,KR,May-20,0
1974,KR,Jun-20,0
1975,KR,Jul-20,0
1976,KR,Aug-20,0
1977,KR,Sep-20,0
